stage,day_count,source,target,weight
1000002,14,DailyReward,LevelDown,1
1000002,14,DailyReward,RewardPatrol,3
1000002,14,DailyReward,TrialReward,1
1000002,14,DailyShop,,1
1000002,14,DailyShop,LevelDown,1
1000002,14,DailyShop,Mission,2
1000002,14,DailyShop,ResourceShop,5
1000002,14,DailyShop,RewardPatrol,1
1000002,14,DailyShop,TrialReward,1
1000002,14,LevelDown,,1
1000002,14,LevelDown,RewardPatrol,2
1000002,14,LevelDown,TrialReward,1
1000002,14,Mission,,1
1000002,14,Mission,ChestItem,13
1000002,14,Mission,DailyReward,2
1000002,14,Mission,DailyShop,2
1000002,14,Mission,Mission,73
1000002,14,Mission,RewardPatrol,3
1000002,14,Mission,RewardStage,3
1000002,14,Mission,TrialReward,2
1000002,14,QuickPatrol,DailyShop,1
1000002,14,QuickPatrol,Mission,1
1000002,14,QuickPatrol,QuickPatrol,2
1000002,14,QuickPatrol,RewardPatrol,1
1000002,14,ResourceShop,Mission,2
1000002,14,ResourceShop,ResourceShop,1
1000002,14,ResourceShop,RewardPatrol,1
1000002,14,ResourceShop,RewardStage,1
1000002,14,ResourceShop,TrialReward,1
1000002,14,RewardPatrol,,5
1000002,14,RewardPatrol,ChestItem,1
1000002,14,RewardPatrol,DailyShop,4
1000002,14,RewardPatrol,Mission,10
1000002,14,RewardPatrol,QuickPatrol,2
1000002,14,RewardPatrol,RewardPatrol,2
1000002,14,RewardPatrol,RewardStage,4
1000002,14,RewardPatrol,TrialReward,2
1000002,14,RewardStage,,2
1000002,14,RewardStage,ChestItem,1
1000002,14,RewardStage,DailyShop,2
1000002,14,RewardStage,LevelDown,2
1000002,14,RewardStage,Mission,3
1000002,14,RewardStage,RewardPatrol,2
1000002,14,RewardStage,RewardStage,8
1000002,14,TrialReward,,2
1000002,14,TrialReward,DailyShop,2
1000002,14,TrialReward,Mission,1
1000002,14,TrialReward,RewardPatrol,4
1000002,14,TrialReward,TrialReward,1
1000002,15,ChestItem,ChestItem,2
1000002,15,ChestItem,DailyReward,3
1000002,15,ChestItem,DailyShop,1
1000002,15,ChestItem,RewardPatrol,1
1000002,15,ChestItem,TrialReward,1
1000002,15,DailyReward,DailyReward,2
1000002,15,DailyReward,DailyShop,2
1000002,15,DailyReward,QuickPatrol,1
1000002,15,DailyReward,RewardPatrol,2
1000002,15,DailyShop,DailyShop,4
1000002,15,DailyShop,Mission,1
1000002,15,DailyShop,ResourceShop,5
1000002,15,LevelDown,,1
1000002,15,Mission,,2
1000002,15,Mission,ChestItem,6
1000002,15,Mission,Mission,13
1000002,15,Mission,RewardPatrol,1
1000002,15,Mission,TrialReward,1
1000002,15,QuickPatrol,RewardPatrol,1
1000002,15,QuickPatrol,TrialReward,1
1000002,15,ResourceShop,,3
1000002,15,ResourceShop,LevelDown,1
1000002,15,ResourceShop,Mission,2
1000002,15,RewardPatrol,,1
1000002,15,RewardPatrol,DailyShop,1
1000002,15,RewardPatrol,Mission,4
1000002,15,RewardPatrol,QuickPatrol,1
1000002,15,RewardPatrol,RewardPatrol,3
1000002,15,TrialReward,,1
1000002,15,TrialReward,DailyReward,1
1000002,15,TrialReward,QuickPatrol,1
1000002,15,TrialReward,ResourceShop,1
1000002,15,TrialReward,TrialReward,1
1000002,16,ChestItem,DailyReward,1
1000002,16,ChestItem,Mission,1
1000002,16,DailyReward,DailyShop,1
1000002,16,DailyShop,DailyShop,4
1000002,16,DailyShop,LevelDown,1
1000002,16,DailyShop,ResourceShop,1
1000002,16,LevelDown,ResourceShop,1
1000002,16,Mission,ChestItem,1
1000002,16,Mission,RewardStage,1
1000002,16,QuickPatrol,RewardPatrol,1
1000002,16,ResourceShop,,1
1000002,16,ResourceShop,RewardPatrol,1
1000002,16,RewardPatrol,ChestItem,1
1000002,16,RewardPatrol,Mission,1
1000002,16,RewardPatrol,RewardPatrol,1
1000002,16,RewardPatrol,RewardStage,1
1000002,16,RewardStage,DailyShop,1
1000002,16,RewardStage,RewardPatrol,1
1000002,17,ChestItem,,1
1000002,17,ChestItem,ChestItem,2
1000002,17,ChestItem,DailyShop,1
1000002,17,ChestItem,Mission,1
1000002,17,ChestItem,TrialReward,1
1000002,17,DailyReward,Mission,1
1000002,17,DailyShop,ResourceShop,1
1000002,17,DailyShop,TrialReward,1
1000002,17,Mission,ChestItem,4
1000002,17,Mission,Mission,15
1000002,17,ResourceShop,RewardStage,1
1000002,17,RewardPatrol,DailyReward,1
1000002,17,RewardPatrol,Mission,1
1000002,17,RewardPatrol,RewardPatrol,1
1000002,17,RewardStage,Mission,1
1000002,17,TrialReward,RewardPatrol,2
1000002,18,ChestItem,ChestItem,1
1000002,18,ChestItem,DailyReward,1
1000002,18,ChestItem,Mission,2
1000002,18,DailyReward,,1
1000002,18,DailyShop,ResourceShop,1
1000002,18,Mission,ChestItem,2
1000002,18,Mission,Mission,14
1000002,18,Mission,RewardPatrol,1
1000002,18,Mission,RewardStage,1
1000002,18,ResourceShop,Mission,1
1000002,18,RewardPatrol,ChestItem,1
1000002,18,RewardPatrol,DailyShop,1
1000002,18,RewardPatrol,Mission,1
1000002,18,RewardPatrol,RewardPatrol,2
1000002,18,RewardStage,Mission,1
1000002,19,Mission,,1
1000002,19,Mission,Mission,12
1000002,19,RewardPatrol,RewardPatrol,7
1000002,19,RewardPatrol,TrialReward,1
1000002,19,TrialReward,RewardPatrol,1
1000002,2,ChapterPack,FirstPurchase,1
1000002,2,ChestItem,,17
1000002,2,ChestItem,ChestItem,529
1000002,2,ChestItem,DailyReward,102
1000002,2,ChestItem,DailyShop,17
1000002,2,ChestItem,LevelDown,9
1000002,2,ChestItem,Mission,540
1000002,2,ChestItem,QuickPatrol,6
1000002,2,ChestItem,ResourceShop,13
1000002,2,ChestItem,RewardPatrol,159
1000002,2,ChestItem,RewardStage,47
1000002,2,ChestItem,TrialReward,42
1000002,2,DailyReward,,4
1000002,2,DailyReward,ChestItem,94
1000002,2,DailyReward,DailyReward,116
1000002,2,DailyReward,DailyShop,4
1000002,2,DailyReward,LevelDown,1
1000002,2,DailyReward,Mission,32
1000002,2,DailyReward,QuickPatrol,2
1000002,2,DailyReward,ResourceShop,5
1000002,2,DailyReward,RewardPatrol,43
1000002,2,DailyReward,RewardStage,10
1000002,2,DailyReward,TrialReward,13
1000002,2,DailyShop,,3
1000002,2,DailyShop,ChestItem,2
1000002,2,DailyShop,DailyReward,5
1000002,2,DailyShop,DailyShop,42
1000002,2,DailyShop,LevelDown,13
1000002,2,DailyShop,Mission,30
1000002,2,DailyShop,QuickPatrol,2
1000002,2,DailyShop,ResourceShop,52
1000002,2,DailyShop,RewardPatrol,44
1000002,2,DailyShop,RewardStage,12
1000002,2,DailyShop,TrialReward,15
1000002,2,FirstPurchase,LevelDown,1
1000002,2,FirstPurchase,RewardStage,1
1000002,2,LevelDown,,4
1000002,2,LevelDown,ChestItem,2
1000002,2,LevelDown,DailyReward,3
1000002,2,LevelDown,DailyShop,3
1000002,2,LevelDown,FirstPurchase,1
1000002,2,LevelDown,LevelDown,43
1000002,2,LevelDown,Mission,18
1000002,2,LevelDown,QuickPatrol,5
1000002,2,LevelDown,ResourceShop,3
1000002,2,LevelDown,RewardPatrol,44
1000002,2,LevelDown,RewardStage,13
1000002,2,LevelDown,TrialReward,19
1000002,2,Mission,,13
1000002,2,Mission,ChapterPack,1
1000002,2,Mission,ChestItem,787
1000002,2,Mission,DailyReward,30
1000002,2,Mission,DailyShop,40
1000002,2,Mission,LevelDown,15
1000002,2,Mission,Mission,3680
1000002,2,Mission,QuickPatrol,12
1000002,2,Mission,ResourceShop,10
1000002,2,Mission,RewardPatrol,190
1000002,2,Mission,RewardStage,86
1000002,2,Mission,TrialReward,48
1000002,2,QuickPatrol,ChestItem,2
1000002,2,QuickPatrol,DailyReward,1
1000002,2,QuickPatrol,DailyShop,7
1000002,2,QuickPatrol,LevelDown,4
1000002,2,QuickPatrol,Mission,49
1000002,2,QuickPatrol,QuickPatrol,44
1000002,2,QuickPatrol,ResourceShop,5
1000002,2,QuickPatrol,RewardPatrol,39
1000002,2,QuickPatrol,RewardStage,23
1000002,2,QuickPatrol,TrialReward,3
1000002,2,ResourceShop,,6
1000002,2,ResourceShop,ChestItem,2
1000002,2,ResourceShop,DailyReward,4
1000002,2,ResourceShop,DailyShop,23
1000002,2,ResourceShop,LevelDown,2
1000002,2,ResourceShop,Mission,21
1000002,2,ResourceShop,QuickPatrol,2
1000002,2,ResourceShop,ResourceShop,23
1000002,2,ResourceShop,RewardPatrol,42
1000002,2,ResourceShop,RewardStage,9
1000002,2,ResourceShop,TrialReward,14
1000002,2,RewardPatrol,,38
1000002,2,RewardPatrol,ChestItem,33
1000002,2,RewardPatrol,DailyReward,39
1000002,2,RewardPatrol,DailyShop,55
1000002,2,RewardPatrol,LevelDown,34
1000002,2,RewardPatrol,Mission,344
1000002,2,RewardPatrol,QuickPatrol,90
1000002,2,RewardPatrol,ResourceShop,25
1000002,2,RewardPatrol,RewardPatrol,339
1000002,2,RewardPatrol,RewardStage,198
1000002,2,RewardPatrol,TrialReward,147
1000002,2,RewardStage,,12
1000002,2,RewardStage,ChestItem,8
1000002,2,RewardStage,DailyReward,9
1000002,2,RewardStage,DailyShop,15
1000002,2,RewardStage,LevelDown,29
1000002,2,RewardStage,Mission,114
1000002,2,RewardStage,QuickPatrol,12
1000002,2,RewardStage,ResourceShop,6
1000002,2,RewardStage,RewardPatrol,230
1000002,2,RewardStage,RewardStage,229
1000002,2,RewardStage,TrialReward,40
1000002,2,TrialReward,,10
1000002,2,TrialReward,ChestItem,18
1000002,2,TrialReward,DailyReward,21
1000002,2,TrialReward,DailyShop,15
1000002,2,TrialReward,LevelDown,8
1000002,2,TrialReward,Mission,49
1000002,2,TrialReward,QuickPatrol,3
1000002,2,TrialReward,ResourceShop,6
1000002,2,TrialReward,RewardPatrol,201
1000002,2,TrialReward,RewardStage,6
1000002,2,TrialReward,TrialReward,95
1000002,20,ResourceShop,RewardPatrol,1
1000002,20,RewardPatrol,DailyShop,1
1000002,20,RewardPatrol,ResourceShop,1
1000002,20,RewardPatrol,RewardPatrol,4
1000002,21,DailyShop,RewardPatrol,1
1000002,21,RewardPatrol,TrialReward,1
1000002,21,TrialReward,RewardPatrol,1
1000002,22,DailyShop,,1
1000002,22,RewardPatrol,DailyShop,1
1000002,3,ChapterPack,ChapterPack,1
1000002,3,ChapterPack,Mission,1
1000002,3,ChestItem,,8
1000002,3,ChestItem,ChestItem,410
1000002,3,ChestItem,DailyReward,83
1000002,3,ChestItem,DailyShop,34
1000002,3,ChestItem,LevelDown,23
1000002,3,ChestItem,Mission,576
1000002,3,ChestItem,QuickPatrol,8
1000002,3,ChestItem,ResourceShop,12
1000002,3,ChestItem,RewardPatrol,190
1000002,3,ChestItem,RewardStage,36
1000002,3,ChestItem,TrialReward,37
1000002,3,DailyReward,,3
1000002,3,DailyReward,ChestItem,39
1000002,3,DailyReward,DailyReward,177
1000002,3,DailyReward,DailyShop,21
1000002,3,DailyReward,LevelDown,1
1000002,3,DailyReward,Mission,78
1000002,3,DailyReward,ResourceShop,3
1000002,3,DailyReward,RewardPatrol,70
1000002,3,DailyReward,RewardStage,16
1000002,3,DailyReward,TrialReward,18
1000002,3,DailyShop,,5
1000002,3,DailyShop,DailyReward,4
1000002,3,DailyShop,DailyShop,134
1000002,3,DailyShop,LevelDown,22
1000002,3,DailyShop,Mission,40
1000002,3,DailyShop,QuickPatrol,4
1000002,3,DailyShop,ResourceShop,153
1000002,3,DailyShop,RewardPatrol,84
1000002,3,DailyShop,RewardStage,11
1000002,3,DailyShop,TrialReward,23
1000002,3,FirstPurchase,RewardStage,1
1000002,3,LevelDown,,9
1000002,3,LevelDown,ChestItem,3
1000002,3,LevelDown,DailyReward,5
1000002,3,LevelDown,DailyShop,11
1000002,3,LevelDown,LevelDown,72
1000002,3,LevelDown,Mission,28
1000002,3,LevelDown,QuickPatrol,3
1000002,3,LevelDown,ResourceShop,4
1000002,3,LevelDown,RewardPatrol,67
1000002,3,LevelDown,RewardStage,14
1000002,3,LevelDown,TrialReward,16
1000002,3,Mission,,21
1000002,3,Mission,ChestItem,918
1000002,3,Mission,DailyReward,77
1000002,3,Mission,DailyShop,81
1000002,3,Mission,LevelDown,21
1000002,3,Mission,Mission,4429
1000002,3,Mission,QuickPatrol,11
1000002,3,Mission,ResourceShop,14
1000002,3,Mission,RewardPatrol,226
1000002,3,Mission,RewardStage,55
1000002,3,Mission,TrialReward,52
1000002,3,QuickPatrol,,2
1000002,3,QuickPatrol,ChestItem,4
1000002,3,QuickPatrol,DailyReward,5
1000002,3,QuickPatrol,DailyShop,19
1000002,3,QuickPatrol,LevelDown,4
1000002,3,QuickPatrol,Mission,40
1000002,3,QuickPatrol,QuickPatrol,59
1000002,3,QuickPatrol,ResourceShop,4
1000002,3,QuickPatrol,RewardPatrol,36
1000002,3,QuickPatrol,RewardStage,13
1000002,3,QuickPatrol,TrialReward,9
1000002,3,ResourceShop,,14
1000002,3,ResourceShop,ChestItem,3
1000002,3,ResourceShop,DailyReward,4
1000002,3,ResourceShop,DailyShop,32
1000002,3,ResourceShop,LevelDown,12
1000002,3,ResourceShop,Mission,44
1000002,3,ResourceShop,QuickPatrol,1
1000002,3,ResourceShop,ResourceShop,28
1000002,3,ResourceShop,RewardPatrol,70
1000002,3,ResourceShop,RewardStage,18
1000002,3,ResourceShop,TrialReward,35
1000002,3,RewardPatrol,,51
1000002,3,RewardPatrol,ChapterPack,1
1000002,3,RewardPatrol,ChestItem,30
1000002,3,RewardPatrol,DailyReward,49
1000002,3,RewardPatrol,DailyShop,106
1000002,3,RewardPatrol,FirstPurchase,1
1000002,3,RewardPatrol,LevelDown,35
1000002,3,RewardPatrol,Mission,431
1000002,3,RewardPatrol,QuickPatrol,103
1000002,3,RewardPatrol,ResourceShop,28
1000002,3,RewardPatrol,RewardPatrol,413
1000002,3,RewardPatrol,RewardStage,195
1000002,3,RewardPatrol,TrialReward,181
1000002,3,RewardStage,,9
1000002,3,RewardStage,ChestItem,7
1000002,3,RewardStage,DailyReward,8
1000002,3,RewardStage,DailyShop,28
1000002,3,RewardStage,LevelDown,32
1000002,3,RewardStage,Mission,105
1000002,3,RewardStage,QuickPatrol,3
1000002,3,RewardStage,ResourceShop,8
1000002,3,RewardStage,RewardPatrol,205
1000002,3,RewardStage,RewardStage,189
1000002,3,RewardStage,TrialReward,27
1000002,3,TrialReward,,13
1000002,3,TrialReward,ChestItem,11
1000002,3,TrialReward,DailyReward,19
1000002,3,TrialReward,DailyShop,25
1000002,3,TrialReward,LevelDown,12
1000002,3,TrialReward,Mission,48
1000002,3,TrialReward,QuickPatrol,3
1000002,3,TrialReward,ResourceShop,8
1000002,3,TrialReward,RewardPatrol,254
1000002,3,TrialReward,RewardStage,7
1000002,3,TrialReward,TrialReward,101
1000002,4,ChapterPack,ChapterPack,1
1000002,4,ChapterPack,LevelDown,1
1000002,4,ChapterPack,ResourceShop,1
1000002,4,ChestItem,,11
1000002,4,ChestItem,ChestItem,436
1000002,4,ChestItem,DailyReward,141
1000002,4,ChestItem,DailyShop,66
1000002,4,ChestItem,LevelDown,16
1000002,4,ChestItem,Mission,525
1000002,4,ChestItem,QuickPatrol,6
1000002,4,ChestItem,ResourceShop,13
1000002,4,ChestItem,RewardPatrol,171
1000002,4,ChestItem,RewardStage,23
1000002,4,ChestItem,TrialReward,33
1000002,4,DailyReward,,1
1000002,4,DailyReward,ChestItem,93
1000002,4,DailyReward,DailyReward,202
1000002,4,DailyReward,DailyShop,27
1000002,4,DailyReward,LevelDown,5
1000002,4,DailyReward,Mission,66
1000002,4,DailyReward,QuickPatrol,1
1000002,4,DailyReward,ResourceShop,6
1000002,4,DailyReward,RewardPatrol,52
1000002,4,DailyReward,RewardStage,10
1000002,4,DailyReward,TrialReward,7
1000002,4,DailyShop,,14
1000002,4,DailyShop,ChapterPack,1
1000002,4,DailyShop,ChestItem,7
1000002,4,DailyShop,DailyReward,5
1000002,4,DailyShop,DailyShop,185
1000002,4,DailyShop,LevelDown,21
1000002,4,DailyShop,Mission,40
1000002,4,DailyShop,ResourceShop,171
1000002,4,DailyShop,RewardPatrol,104
1000002,4,DailyShop,RewardStage,16
1000002,4,DailyShop,TrialReward,23
1000002,4,LevelDown,,3
1000002,4,LevelDown,ChestItem,4
1000002,4,LevelDown,DailyReward,3
1000002,4,LevelDown,DailyShop,11
1000002,4,LevelDown,LevelDown,49
1000002,4,LevelDown,Mission,29
1000002,4,LevelDown,QuickPatrol,1
1000002,4,LevelDown,ResourceShop,5
1000002,4,LevelDown,RewardPatrol,59
1000002,4,LevelDown,RewardStage,6
1000002,4,LevelDown,TrialReward,22
1000002,4,Mission,,17
1000002,4,Mission,ChestItem,843
1000002,4,Mission,DailyReward,43
1000002,4,Mission,DailyShop,53
1000002,4,Mission,LevelDown,22
1000002,4,Mission,Mission,4207
1000002,4,Mission,QuickPatrol,6
1000002,4,Mission,ResourceShop,20
1000002,4,Mission,RewardPatrol,159
1000002,4,Mission,RewardStage,44
1000002,4,Mission,TrialReward,49
1000002,4,QuickPatrol,ChestItem,5
1000002,4,QuickPatrol,DailyReward,6
1000002,4,QuickPatrol,DailyShop,19
1000002,4,QuickPatrol,LevelDown,3
1000002,4,QuickPatrol,Mission,25
1000002,4,QuickPatrol,QuickPatrol,60
1000002,4,QuickPatrol,ResourceShop,6
1000002,4,QuickPatrol,RewardPatrol,30
1000002,4,QuickPatrol,RewardStage,8
1000002,4,QuickPatrol,TrialReward,11
1000002,4,ResourceShop,,12
1000002,4,ResourceShop,DailyReward,5
1000002,4,ResourceShop,DailyShop,52
1000002,4,ResourceShop,LevelDown,9
1000002,4,ResourceShop,Mission,46
1000002,4,ResourceShop,QuickPatrol,3
1000002,4,ResourceShop,ResourceShop,36
1000002,4,ResourceShop,RewardPatrol,95
1000002,4,ResourceShop,RewardStage,12
1000002,4,ResourceShop,TrialReward,31
1000002,4,RewardPatrol,,56
1000002,4,RewardPatrol,ChapterPack,1
1000002,4,RewardPatrol,ChestItem,44
1000002,4,RewardPatrol,DailyReward,53
1000002,4,RewardPatrol,DailyShop,116
1000002,4,RewardPatrol,LevelDown,40
1000002,4,RewardPatrol,Mission,362
1000002,4,RewardPatrol,QuickPatrol,84
1000002,4,RewardPatrol,ResourceShop,34
1000002,4,RewardPatrol,RewardPatrol,373
1000002,4,RewardPatrol,RewardStage,153
1000002,4,RewardPatrol,TrialReward,149
1000002,4,RewardStage,,13
1000002,4,RewardStage,ChestItem,9
1000002,4,RewardStage,DailyReward,7
1000002,4,RewardStage,DailyShop,27
1000002,4,RewardStage,LevelDown,15
1000002,4,RewardStage,Mission,76
1000002,4,RewardStage,QuickPatrol,5
1000002,4,RewardStage,ResourceShop,6
1000002,4,RewardStage,RewardPatrol,135
1000002,4,RewardStage,RewardStage,150
1000002,4,RewardStage,TrialReward,21
1000002,4,TrialReward,,10
1000002,4,TrialReward,ChestItem,3
1000002,4,TrialReward,DailyReward,12
1000002,4,TrialReward,DailyShop,32
1000002,4,TrialReward,LevelDown,10
1000002,4,TrialReward,Mission,55
1000002,4,TrialReward,QuickPatrol,2
1000002,4,TrialReward,ResourceShop,3
1000002,4,TrialReward,RewardPatrol,209
1000002,4,TrialReward,RewardStage,6
1000002,4,TrialReward,TrialReward,79
1000002,5,ChestItem,,12
1000002,5,ChestItem,ChestItem,301
1000002,5,ChestItem,DailyReward,71
1000002,5,ChestItem,DailyShop,38
1000002,5,ChestItem,LevelDown,16
1000002,5,ChestItem,Mission,325
1000002,5,ChestItem,QuickPatrol,3
1000002,5,ChestItem,ResourceShop,10
1000002,5,ChestItem,RewardPatrol,123
1000002,5,ChestItem,RewardStage,16
1000002,5,ChestItem,TrialReward,29
1000002,5,DailyReward,,7
1000002,5,DailyReward,ChestItem,30
1000002,5,DailyReward,DailyReward,129
1000002,5,DailyReward,DailyShop,36
1000002,5,DailyReward,LevelDown,1
1000002,5,DailyReward,Mission,64
1000002,5,DailyReward,QuickPatrol,1
1000002,5,DailyReward,ResourceShop,2
1000002,5,DailyReward,RewardPatrol,56
1000002,5,DailyReward,RewardStage,3
1000002,5,DailyReward,TrialReward,10
1000002,5,DailyShop,,18
1000002,5,DailyShop,ChestItem,3
1000002,5,DailyShop,DailyReward,6
1000002,5,DailyShop,DailyShop,142
1000002,5,DailyShop,LevelDown,21
1000002,5,DailyShop,Mission,30
1000002,5,DailyShop,QuickPatrol,2
1000002,5,DailyShop,ResourceShop,178
1000002,5,DailyShop,RewardPatrol,56
1000002,5,DailyShop,RewardStage,4
1000002,5,DailyShop,TrialReward,17
1000002,5,LevelDown,,6
1000002,5,LevelDown,DailyReward,3
1000002,5,LevelDown,DailyShop,9
1000002,5,LevelDown,LevelDown,56
1000002,5,LevelDown,Mission,23
1000002,5,LevelDown,QuickPatrol,1
1000002,5,LevelDown,ResourceShop,6
1000002,5,LevelDown,RewardPatrol,38
1000002,5,LevelDown,RewardStage,5
1000002,5,LevelDown,TrialReward,16
1000002,5,Mission,,11
1000002,5,Mission,ChestItem,587
1000002,5,Mission,DailyReward,37
1000002,5,Mission,DailyShop,42
1000002,5,Mission,LevelDown,9
1000002,5,Mission,Mission,2939
1000002,5,Mission,QuickPatrol,10
1000002,5,Mission,ResourceShop,8
1000002,5,Mission,RewardPatrol,144
1000002,5,Mission,RewardStage,21
1000002,5,Mission,TrialReward,26
1000002,5,QuickPatrol,,1
1000002,5,QuickPatrol,ChestItem,3
1000002,5,QuickPatrol,DailyReward,6
1000002,5,QuickPatrol,DailyShop,16
1000002,5,QuickPatrol,LevelDown,1
1000002,5,QuickPatrol,Mission,27
1000002,5,QuickPatrol,QuickPatrol,59
1000002,5,QuickPatrol,ResourceShop,2
1000002,5,QuickPatrol,RewardPatrol,29
1000002,5,QuickPatrol,RewardStage,6
1000002,5,QuickPatrol,TrialReward,4
1000002,5,ResourceShop,,10
1000002,5,ResourceShop,ChestItem,3
1000002,5,ResourceShop,DailyReward,11
1000002,5,ResourceShop,DailyShop,29
1000002,5,ResourceShop,LevelDown,12
1000002,5,ResourceShop,Mission,37
1000002,5,ResourceShop,QuickPatrol,5
1000002,5,ResourceShop,ResourceShop,25
1000002,5,ResourceShop,RewardPatrol,88
1000002,5,ResourceShop,RewardStage,4
1000002,5,ResourceShop,TrialReward,30
1000002,5,RewardPatrol,,35
1000002,5,RewardPatrol,ChestItem,12
1000002,5,RewardPatrol,DailyReward,64
1000002,5,RewardPatrol,DailyShop,119
1000002,5,RewardPatrol,LevelDown,26
1000002,5,RewardPatrol,Mission,282
1000002,5,RewardPatrol,QuickPatrol,68
1000002,5,RewardPatrol,ResourceShop,12
1000002,5,RewardPatrol,RewardPatrol,301
1000002,5,RewardPatrol,RewardStage,120
1000002,5,RewardPatrol,TrialReward,95
1000002,5,RewardStage,,11
1000002,5,RewardStage,ChestItem,4
1000002,5,RewardStage,DailyReward,2
1000002,5,RewardStage,DailyShop,18
1000002,5,RewardStage,LevelDown,12
1000002,5,RewardStage,Mission,46
1000002,5,RewardStage,QuickPatrol,4
1000002,5,RewardStage,ResourceShop,2
1000002,5,RewardStage,RewardPatrol,104
1000002,5,RewardStage,RewardStage,90
1000002,5,RewardStage,TrialReward,14
1000002,5,TrialReward,,10
1000002,5,TrialReward,ChestItem,3
1000002,5,TrialReward,DailyReward,7
1000002,5,TrialReward,DailyShop,20
1000002,5,TrialReward,LevelDown,9
1000002,5,TrialReward,Mission,33
1000002,5,TrialReward,QuickPatrol,2
1000002,5,TrialReward,ResourceShop,6
1000002,5,TrialReward,RewardPatrol,156
1000002,5,TrialReward,RewardStage,5
1000002,5,TrialReward,TrialReward,51
1000002,6,ChestItem,,16
1000002,6,ChestItem,ChestItem,314
1000002,6,ChestItem,DailyReward,85
1000002,6,ChestItem,DailyShop,49
1000002,6,ChestItem,LevelDown,9
1000002,6,ChestItem,Mission,291
1000002,6,ChestItem,QuickPatrol,1
1000002,6,ChestItem,ResourceShop,9
1000002,6,ChestItem,RewardPatrol,139
1000002,6,ChestItem,RewardStage,8
1000002,6,ChestItem,TrialReward,25
1000002,6,DailyReward,,1
1000002,6,DailyReward,ChestItem,70
1000002,6,DailyReward,DailyReward,180
1000002,6,DailyReward,DailyShop,29
1000002,6,DailyReward,LevelDown,1
1000002,6,DailyReward,Mission,45
1000002,6,DailyReward,QuickPatrol,2
1000002,6,DailyReward,RewardPatrol,34
1000002,6,DailyReward,RewardStage,8
1000002,6,DailyReward,TrialReward,4
1000002,6,DailyShop,,12
1000002,6,DailyShop,ChestItem,3
1000002,6,DailyShop,DailyReward,9
1000002,6,DailyShop,DailyShop,158
1000002,6,DailyShop,LevelDown,18
1000002,6,DailyShop,Mission,26
1000002,6,DailyShop,QuickPatrol,3
1000002,6,DailyShop,ResourceShop,157
1000002,6,DailyShop,RewardPatrol,76
1000002,6,DailyShop,RewardStage,6
1000002,6,DailyShop,TrialReward,22
1000002,6,LevelDown,,4
1000002,6,LevelDown,DailyReward,2
1000002,6,LevelDown,DailyShop,9
1000002,6,LevelDown,LevelDown,22
1000002,6,LevelDown,Mission,15
1000002,6,LevelDown,QuickPatrol,1
1000002,6,LevelDown,ResourceShop,13
1000002,6,LevelDown,RewardPatrol,32
1000002,6,LevelDown,RewardStage,4
1000002,6,LevelDown,TrialReward,6
1000002,6,Mission,,10
1000002,6,Mission,ChestItem,513
1000002,6,Mission,DailyReward,22
1000002,6,Mission,DailyShop,50
1000002,6,Mission,LevelDown,14
1000002,6,Mission,Mission,2559
1000002,6,Mission,QuickPatrol,3
1000002,6,Mission,ResourceShop,10
1000002,6,Mission,RewardPatrol,119
1000002,6,Mission,RewardStage,15
1000002,6,Mission,TrialReward,22
1000002,6,QuickPatrol,,2
1000002,6,QuickPatrol,ChestItem,1
1000002,6,QuickPatrol,DailyReward,5
1000002,6,QuickPatrol,DailyShop,17
1000002,6,QuickPatrol,Mission,22
1000002,6,QuickPatrol,QuickPatrol,50
1000002,6,QuickPatrol,ResourceShop,3
1000002,6,QuickPatrol,RewardPatrol,27
1000002,6,QuickPatrol,RewardStage,6
1000002,6,QuickPatrol,TrialReward,9
1000002,6,ResourceShop,,10
1000002,6,ResourceShop,ChestItem,3
1000002,6,ResourceShop,DailyReward,4
1000002,6,ResourceShop,DailyShop,27
1000002,6,ResourceShop,LevelDown,13
1000002,6,ResourceShop,Mission,51
1000002,6,ResourceShop,QuickPatrol,4
1000002,6,ResourceShop,ResourceShop,30
1000002,6,ResourceShop,RewardPatrol,71
1000002,6,ResourceShop,RewardStage,10
1000002,6,ResourceShop,TrialReward,25
1000002,6,RewardPatrol,,40
1000002,6,RewardPatrol,ChestItem,31
1000002,6,RewardPatrol,DailyReward,46
1000002,6,RewardPatrol,DailyShop,110
1000002,6,RewardPatrol,LevelDown,21
1000002,6,RewardPatrol,Mission,251
1000002,6,RewardPatrol,QuickPatrol,74
1000002,6,RewardPatrol,ResourceShop,16
1000002,6,RewardPatrol,RewardPatrol,262
1000002,6,RewardPatrol,RewardStage,75
1000002,6,RewardPatrol,TrialReward,82
1000002,6,RewardStage,,9
1000002,6,RewardStage,ChestItem,5
1000002,6,RewardStage,DailyReward,2
1000002,6,RewardStage,DailyShop,19
1000002,6,RewardStage,LevelDown,8
1000002,6,RewardStage,Mission,37
1000002,6,RewardStage,QuickPatrol,2
1000002,6,RewardStage,ResourceShop,3
1000002,6,RewardStage,RewardPatrol,73
1000002,6,RewardStage,RewardStage,78
1000002,6,RewardStage,TrialReward,7
1000002,6,TrialReward,,14
1000002,6,TrialReward,DailyReward,12
1000002,6,TrialReward,DailyShop,20
1000002,6,TrialReward,LevelDown,4
1000002,6,TrialReward,Mission,27
1000002,6,TrialReward,ResourceShop,4
